,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Fri Aug 28 13:05:15 +0000 2015,Carol City Junior High Senior -employed George T Baker pilot jack of all trades mechanic Aviation I'm proud to be a volunteer for Donald Trump  I'm Slave Of God,139857,3703,5002,en,"Hialeah, FL",Orlando Milian Andre,338619
1,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Thu Jan 12 23:40:14 +0000 2017,,64718,776,802,en,,DGLL,64357
2,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926492915626663939,Sat Jul 24 16:30:46 +0000 2010,,43799,302,112,en,United States,hodge,45698
3,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926492915626663939,Fri Nov 10 23:05:34 +0000 2017,45Th President of the United States of America 🇺🇸,9,6,284,en,Washington DC,Donald j Trump,81
4,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926492915626663939,Thu Sep 29 22:05:08 +0000 2016,@realDonaldTrump #FollowerOfJesus  #IStandWithTrump #AmericaFirst #MAGA #GodBlessTrump #infowars  #MAGA3X #TRUMP #NRA #2A 🇺🇸👌I instablock the enemy SorosBots.,32666,3901,4232,en,,PatrioticTrumpVoter,38110
5,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926492915626663939,Mon Oct 24 02:57:22 +0000 2011,pass the peas please,37121,874,1862,en,sub-tropical USA,Sabrina 🇺🇸,38766
6,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926492915626663939,Wed Sep 02 18:40:18 +0000 2009,"Living in the Ppl's Republic of N.J. Patriot. #2A, #MAGA, Pro420, love the U.S.A. despise those who don't. #ΜΟΛΩΝΛΑΒΕ #OpieRadio Fan #carlruiz fan #NJRedneck",5686,241,526,en,NJ,Dave,1615
7,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Mon Oct 10 03:19:19 +0000 2016,"Politics, News Entertainment. ..We've been lied to about everything. #POTUS  #RescueTheChildren #pizzagate #resist #childtrafficking #pedogate",93323,2485,4994,en,,HangthePedos,96408
8,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Fri Nov 03 23:12:10 +0000 2017,,152,8,53,en,"St Augustine Beach, FL",Myra Vaughn,33
9,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926492915626663939,Thu Apr 13 21:48:33 +0000 2017,"Law school grad, conservative. Happy to debate like an adult, as long as I've had a nap and a coffee.",31,4,10,en,Ireland,J,24
10,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926492915626663939,Wed Jul 29 14:14:02 +0000 2015,,1955,51,333,en,,NanFitzpatrick,2866
11,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926492915626663939,Tue Nov 22 19:47:14 +0000 2016,Make America great again love my president,38772,1173,861,en,,Rosemary Sherbondy,51834
12,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Wed Jan 11 21:22:49 +0000 2012,"Ret AirForce Officer, Christian, Constitutional Conservative III%,  Enl USN & MC, Gulf WI/II Bosnia OEF/OIF, PhD student, Univ Faculty, Love my kids",41083,1784,1627,en,,afdude,51568
13,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926492915626663939,Sat Apr 06 19:54:00 +0000 2013,,148166,7881,4130,en,,Debbie,212047
14,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926492915626663939,Fri Mar 11 18:46:21 +0000 2011,,25028,1210,4993,en,Big Bang,MaryannKay,72106
15,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Tue Jul 25 17:04:20 +0000 2017,,118,15,64,en,,Susan Wilder,554
16,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926492915626663939,Thu Oct 17 10:40:06 +0000 2013,"I love being a dad, a husband and I own a Jeep! Mechanical engineer and Constitutional Libertarian.",11419,157,132,en,"Michigan, USA",Hayden 🇺🇸,852
17,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",926492915626663939,Fri Nov 10 13:17:25 +0000 2017,,77,4,0,en,,Floyd k kendrick,77
18,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926492915626663939,Sat Nov 04 15:01:17 +0000 2017,,2,0,73,de,,Hannes Dietz,3
19,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926492915626663939,Thu Feb 05 01:51:23 +0000 2015,,39938,1051,702,en,,Cindy,104046
