,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Wed Apr 24 18:23:06 +0000 2013,,6592,126,102,en,Nevada,Kevin Rodela,6192
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Fri Nov 10 23:05:34 +0000 2017,45Th President of the United States of America 🇺🇸,9,6,284,en,Washington DC,Donald j Trump,81
2,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926404584456773632,Thu Sep 29 22:05:08 +0000 2016,@realDonaldTrump #FollowerOfJesus  #IStandWithTrump #AmericaFirst #MAGA #GodBlessTrump #infowars  #MAGA3X #TRUMP #NRA #2A 🇺🇸👌I instablock the enemy SorosBots.,32666,3901,4232,en,,PatrioticTrumpVoter,38110
3,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",926404584456773632,Thu Jan 31 14:08:23 +0000 2013,,31,0,11,en,Cape Town,Ray & Brenda,5
4,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926404584456773632,Mon Apr 24 06:47:06 +0000 2017,"Former Democrat who realized I have no future with losers. Red pilling liberals one libtard at a time.

#MAGA #TrumpTrain #Trump #DrainTheSwamp",10087,1169,2384,en,"New York, NY",Oleta 4 Trump,8695
5,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Fri Jun 17 20:51:23 +0000 2016,,479,18,21,en,,Mat Brennon,3354
6,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Tue Mar 22 00:27:38 +0000 2016,,233,32,17,en,"Franklin, TN",Denise Boothby,22
7,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926404584456773632,Fri Jun 20 20:46:57 +0000 2014,,8175,39,69,en,,amazed,10982
8,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Tue Nov 22 19:47:14 +0000 2016,Make America great again love my president,38772,1173,861,en,,Rosemary Sherbondy,51834
9,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Thu Feb 09 13:52:05 +0000 2017,,4035,9,23,en,,Ying Huang,786
10,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Tue Jul 25 17:04:20 +0000 2017,,118,15,64,en,,Susan Wilder,554
11,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926404584456773632,Mon Jul 17 22:47:13 +0000 2017,,0,1,0,ja,,Елена Руднева,471
12,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Fri Nov 10 09:44:01 +0000 2017,,329,6,1,en,,Jasmine,323
13,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Mon Apr 11 11:07:43 +0000 2016,,499,11,52,en,,Jules,232
14,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Sat Jun 11 00:09:28 +0000 2011,"Official Twitter of Wrestler, Mixed Martial Artists, Mentalist, Book Writer, Computer Programmer, Oil & Gas production technician and Louisiana State Arborist.",1674,670,198,en,"Shreveport, La",Steven Hardy,2778
15,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Wed Sep 16 05:58:26 +0000 2015,,2408,21,24,en,,John J Petito,3819
16,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926404584456773632,Mon Mar 23 11:54:14 +0000 2009,,44,8,12,en,,JED,120
17,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Mon May 01 02:36:26 +0000 2017,"Hello,i m tuhin .i am student  & studying sunamgonj govt collage & love my family mothers ,brothers,sister,love my country Bangladesh,i love all twitter friends",8699,616,4798,en,"Sunamgonj,Dhaka, Bangladesh",Tuhin,7136
18,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Fri Jul 28 10:18:28 +0000 2017,"Hope!
non-interventionist",2477,27,171,en,,Hope,1242
19,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Tue Oct 23 00:33:36 +0000 2012,"American Independent Party/PRO-ISRAEL 🚨#NOLISTS🚨Use my invite code, 0i9z44, and get a free flight credit up to $20. https://t.co/YAtBm8Mc7I",12223,3863,3711,en,CALIFORNIA:REPUBLIC,Mathew,106296
20,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",926404584456773632,Sat Jan 21 15:23:36 +0000 2017,"Husband, dad, grandfather, Retired USAF, Maintenance Director, Graduate degree, loves music and loves life.  MAGA",6772,95,27,en,"Kingsport, TN",Michael Sanders,3170
21,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",926404584456773632,Wed Dec 21 19:05:27 +0000 2016,"American Guitarist, fan of 80's Rock, Owner Rockhouse Studios, conservative, Originally from Chicago and more recently, Rockford,Illinois.",509,1457,3823,en,"Vaughan, Ontario",Rocknrik,5875
22,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",926404584456773632,Thu Sep 21 01:31:57 +0000 2017,,1351,5,43,zh-cn,,王者之道,1363
