,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Fri Dec 06 04:10:46 +0000 2013,"A Christian 1st Retired Army Patriot 4 life!
Since you're looking 4 answers, on my page. YOUR ego is the sorce of all YOUR anger. Who R U trying to impress? Y?",14096,357,461,en,"Longwood, FL",Ole Sarge 🇺🇸,13687
1,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",924966722544848896,Sat Jul 02 09:27:40 +0000 2011,#MAGA #TrumpTrain,31186,2280,2116,en,,pat brooks,24049
2,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Sun Aug 27 00:22:27 +0000 2017,,3906,46,147,en,,Stefan Euler,3125
3,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Wed Aug 31 21:16:34 +0000 2016,"I'm not well known,  but I'm worth knowing 🙅‍♀️
Wife👰 Mom👩‍👧‍👦#MAGA🇺🇸
If it weren't for coffee☕, I'd have no identifiable personality whatsoever.",3914,395,1661,en,"The basket of, Deplorables ",Dane,3246
4,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",924966722544848896,Fri Aug 28 22:04:42 +0000 2009,"Taking Pleasure In The Simple Island Life With Sun, Gentle Breezes, Warm Water, Green-Green Jungle And ""Premium"" Craft Beer https://t.co/l0bivrF11T",14506,20515,19382,en,Northern Mariana Islands-Guam,Don Pewtress,49272
5,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",924966722544848896,Mon Jan 02 14:16:51 +0000 2017,,522,967,163,en,,Roy Rogers,517
6,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",924966722544848896,Fri Sep 30 04:08:42 +0000 2016,"Basking In Tropical Life In The Middle Of Deepest Ocean-Marianas Trench-With My ""Premium"" Craft Beer To Keep Me Cool And At Peace https://t.co/l0bivrF11T",4977,8684,8663,en,Western Pacific Ocean-GuamUSA,ONEHeartCleanLiving,33748
7,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Tue Sep 19 03:02:23 +0000 2017,,3292,175,231,en,"Mount Vernon, WA",Junuh,1406
8,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Mon Mar 16 01:33:22 +0000 2009,"Husband, Father, GranPapa Bill, small biz owner 200 emps, Republican, grateful American! Wife is retired USAR-LTC. Friend of Bill W. #deplorables #MAGA #2A",606,1318,1374,en,"Virginia, USA",BillJ #covfefe #MAGA,48505
9,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Fri Jan 06 13:14:08 +0000 2017,,32135,274,171,en,,Marcus Lites,27833
10,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Fri Jan 06 12:55:14 +0000 2017,"Faith, Family, Friends, 2A, Support Our Military, III% , and all things TEXAS.   MAGA.🇺🇸",30856,1059,1098,en,"Texas, USA",RP,21904
11,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Sun Aug 14 11:16:49 +0000 2016,"Hilary's (&) the Democrats play book,George Soros,
who Saul Alinsky was,
what agenda 21 is and
what Cloward-Piven means,
you should
Educate yourself",72351,1163,1314,en,United States,Nick Riggi Sr.,80953
12,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Thu Dec 15 22:44:33 +0000 2016,retired US Army 1SG 26 yrs. 1981-07.Tour enduring freedom Afghanistan Mar 2002. 9/11 fresh in our thoughts.All gave some & some gave all 4 US.#resist ur blocked,19683,2472,3105,en,,Chase,28925
13,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Sun Jul 12 22:52:25 +0000 2015,Proud Trump supporter since June 16th 2015. Congrats President Trump and Vice President Pence. May God be with you.,378,27299,644,en,"Oklahoma, USA",America First,73921
14,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Sun Dec 18 16:27:25 +0000 2011,,78550,1810,1725,it,,Francesco,173212
15,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Wed Nov 26 06:09:33 +0000 2014,"No list. RED WHITE AND BLUE FLOW DEEP IN MY VEINS & OVERFLOWS MY HEART! LOVE GOD &COUNTRY. MOM,GRANDMA,MARRIED 2 MY BEST FRIEND! TRUE TRUMP SUPPORTER!",119354,2960,1104,en, USA,🎉I ❤MY PRESIDENT🎉,138739
16,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",924966722544848896,Fri Nov 19 00:23:56 +0000 2010,"100% Trump Supporter! Wife, Mother, Grandmother, Small Business Owner and coach!",21802,381,178,en,,Lydia Sorrow,12269
17,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Thu Nov 10 17:22:16 +0000 2011,Can not stand Dumb Liberals ...There are no kings in this world just little fish .. In GODS big Pond !!! born in Brooklyn. taxes to death in NJ happy in FL.,35058,6759,6798,en,florida,janene,74123
18,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Fri Oct 18 02:39:11 +0000 2013,NYRican🇵🇷If you can't lead then get out of the way Trump#MAGA🚉Disable Marine Vet Siempre Fi🇺🇸NYGiant's#NYYankee's #2A,73392,3563,3824,en,"Alexandria, VA",Truth Warrior🇺🇸,48569
19,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",924966722544848896,Wed Aug 19 07:39:28 +0000 2015,,12200,217,366,en,,.kim welch,14129
20,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",924966722544848896,Fri Jan 20 19:34:11 +0000 2017,#MAGA 🇺🇸#Constitutional #Conservative 🇺🇸#Flyover State ✈️ #USA 🇺🇸 #MAGA 🇺🇸 #Covfefe,44026,2980,3443,en,,Lara R 🇺🇸🚂💨🇺🇸,22324
