,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",928793643367960576,Mon Nov 03 10:25:17 +0000 2014,La vita è una luce ammiccante nel buio ..❤️🇮🇹🇪🇸 #Design❤️🖌,39028,344,717,it,,ILoveBlack  ❄️💨☔️,56796
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Thu Aug 06 23:19:08 +0000 2015,,385,21,219,en,"Costa Mesa, CA",Linda Jewell,338
2,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Fri May 21 22:34:18 +0000 2010,,4400,17,6,en,,DeplorableBroad,1501
3,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",928793643367960576,Sun Oct 30 13:25:51 +0000 2016,,5461,314,433,en,United States,@VERY FAKE NEWS CNN,6715
4,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",928793643367960576,Wed Oct 17 03:55:10 +0000 2012,,16507,718,1018,en,Florida,Brenda Licata,17838
5,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",928793643367960576,Thu Jan 28 14:29:37 +0000 2016,,7535,65,37,en,,BeerCan,4678
6,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Wed Nov 23 15:46:54 +0000 2016,,1232,52,205,en,,THE COVFEFE KID,1198
7,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",928793643367960576,Wed Nov 19 20:34:56 +0000 2008,"Victory 4 MENA warriors, RedneckZionist, Army & WaAirNatGuard Vet, former Fed LEO. Oath of enlistment has no expiration date. ΜΟΛΩΝ ΛΑΒΕ. S.Or Mtn Woman",10476,8327,7672,en,Beatty Or USA,God•Country•Israel,310392
8,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Tue Jul 11 03:05:24 +0000 2017,"Veteran, Army 1962-67, conservative, very pro Trump.                      #BoycottNFL.     #BoycottNBA",28756,906,491,en,"Florida, USA",Lee Schuler,21312
9,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",928793643367960576,Sun Jan 15 05:13:42 +0000 2017,,2374,12,18,zh-CN,,Husson Liu,116
10,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Thu Jul 23 18:13:03 +0000 2015,,2118,277,272,en,"Louisiana, USA",Max🅱️,15941
11,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",928793643367960576,Fri Jan 23 15:09:00 +0000 2015,"Constitutional Conservative, 2A,  Christian Support #Veterans #Israel. #TrumpTrain #BlueLivesMatter #AllLivesMatter #GodBlessAmerica 
Anti #MSM",19829,1784,2766,en,USA,Deplorable Bill,16730
12,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Fri Jun 19 00:00:48 +0000 2009,"Ph.D Engineer, big atletism fan, open water swimmer on weekend events and a craft & cask beers beer enthusiast. 🇧🇷",46900,2068,2925,en,,Francisco Neto,1614
13,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",928793643367960576,Tue Feb 23 19:50:39 +0000 2010,Tiger. believes in free speech & press. loves animals & nature. I am a wife & a mother. No Party-INDEPENDENT. Voted for President Trump.,406,1211,948,en,"Buffalo, NY.",Mary Burrowes,77765
14,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Sun Jan 06 16:55:55 +0000 2013,Retired USAF. In God We Trust (((Sabaoth))) In love with the most beautiful lady in the world. RT not = endorsement. Support St Jude. No lists PRO-LIFE-You bet!,87900,12323,11280,en,,🇺🇸USAF LE ret🇺🇸,104294
15,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",928793643367960576,Wed Apr 23 02:21:39 +0000 2014,A conservative Independent mainly voting GOP because the Dems have loss touch with every day working Americans from every race. Lets elect citizens to govern!,7347,1443,2634,en,"Tennessee, USA",Randy Smith,6802
16,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",928793643367960576,Thu May 04 23:10:27 +0000 2017,Business consultant and survivalist. BIG FAN of President Trump!,26,54,5,en,"Las Vegas, NV",Rob Raskin,164
17,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Sat Mar 12 01:40:59 +0000 2016,"News News. Trump supporter ,spreading his message to we the people and disputing the misleading haters message of the left. (: b,b,b,",10250,871,1441,en,"Nevada, Arizona USA ",Az Desert Dogs.,9893
18,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Fri Jul 01 22:56:19 +0000 2011,"Mom, wife, grandmother to a yorkie named Belle, love laughing!",108858,571,345,en,,Holly Solem Koernke,119488
19,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",928793643367960576,Mon Jan 30 23:49:03 +0000 2017,"Trump from day one, Support #1#2, #deplorables #military💪#Vets #MAGA#bluelivesmatter🇺🇸America 1st.
#NRA🔫. Live & Let Live✌
Happily Married ❤
No Lists",15261,3273,3176,en,"Massachusetts, USA",Rob STANDS,7499
20,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Thu Dec 20 19:11:40 +0000 2012,"Entrepreneur, Proud American, Business owner, blessed with two wonderful children,  support 2nd amendment, Trump supporter, treat everyone as equals, love Jesus",12701,267,73,en,"Delray, FL",Gpineapple,14984
21,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",928793643367960576,Mon Nov 09 21:28:10 +0000 2009,Housewife & mother. #MAGA Love our 45th POTUS!,72780,1310,586,en,USA,Isabel Albert,96588
22,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Thu Oct 03 04:07:32 +0000 2013,100% Liberty & Responsibility. #ConstitutionalConservative #EconomicNationalist #AmericaFirst #Cubans4Trump #Miami #MakeAmericaGreatAgain 🇺🇸,17965,1707,441,en,"Miami, FL",JoshMiamiFLCuban🇺🇸,25678
23,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",928793643367960576,Mon Sep 06 00:20:59 +0000 2010,"Mom, Grandma, Christian, US Patriot, Virginian, happily owned by horses, dogs & cats #MAGA",140998,1778,1630,en,"Virginia, USA",Kathleen Caton 🇺🇸,114535
