,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,und,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925716689064427520,Thu Sep 29 22:05:08 +0000 2016,@realDonaldTrump #FollowerOfJesus  #IStandWithTrump #AmericaFirst #MAGA #GodBlessTrump #infowars  #MAGA3X #TRUMP #NRA #2A 🇺🇸👌I instablock the enemy SorosBots.,32679,3902,4233,en,,PatrioticTrumpVoter,38129
1,,0,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925716689064427520,Fri Nov 11 10:52:46 +0000 2016,"I L💗VE. to L💞VE,God,Family,Friends,Country,Animals,nature,write,learn,read,sports, country music,fun,tweeter,dreamer,faith,trust,loyal",2007,864,3481,en,"Massachusetts, USA",Celena Mariano,19189
2,,0,,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925716689064427520,Wed Aug 24 16:03:28 +0000 2016,"Mother of two beautiful young women, grandmother to three beautiful girls, devoted TRUMP SUPPORTER",137740,2879,3711,en, NY,MARI E,132272
3,,0,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925716689064427520,Tue Nov 22 19:47:14 +0000 2016,Make America great again love my president,38772,1174,861,en,,Rosemary Sherbondy,51834
4,,0,,und,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925716689064427520,Mon Jul 17 22:47:13 +0000 2017,,0,1,0,ja,,Елена Руднева,471
5,,0,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925716689064427520,Fri Nov 10 09:44:01 +0000 2017,,329,6,1,en,,Jasmine,323
6,,0,,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925716689064427520,Mon May 01 02:36:26 +0000 2017,"Hello,i m tuhin .i am student  & studying sunamgonj govt collage & love my family mothers ,brothers,sister,love my country Bangladesh,i love all twitter friends",8699,616,4798,en,"Sunamgonj,Dhaka, Bangladesh",Tuhin,7136
7,,0,,und,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925716689064427520,Fri Jul 31 23:42:09 +0000 2009,Tia(Aunt) Maria from Step Up 2,3573,479,1875,en,Washington DC,Sarah Rivera Scott,16857
8,,0,,und,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925716689064427520,Sat Oct 01 12:57:16 +0000 2016,🇺🇸OURS PRESIDENT TRUMP🙏🏻🇺🇸🇮🇱Dream highly❤️️ #MAGA #trumptrain #NYPD #sanctuarycity #LawAndOrder #Deplorables #DrainTheSwamp #LockHerUp #AmericaFirst,182391,7962,1595,en,United States,DeplorableJu🇺🇸🇮🇱❤️🙏🏻,118725
9,,0,,und,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925716689064427520,Tue Oct 23 00:33:36 +0000 2012,"American Independent Party/PRO-ISRAEL 🚨#NOLISTS🚨Use my invite code, 0i9z44, and get a free flight credit up to $20. https://t.co/YAtBm8Mc7I",12223,3864,3711,en,CALIFORNIA:REPUBLIC,Mathew,106296
