,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925373392827666432,Fri Sep 24 15:48:07 +0000 2010,"Art and News ...  Please check out my personal blog, LemonChronicle link provided below! And the https://t.co/Dv0dQ1wrOO",40599,4874,4191,en,New Jersey,Elizabeth,213876
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925373392827666432,Sun Aug 09 04:47:42 +0000 2015,We are the New Alternative Social Media for Free Americans. SCREECHIT also helps Citizens make Govt accountable. Trump Supporter/ Dethrone Establishment!,63637,3446,3185,en,"Miami, FL",🦅SCREECHIT🦅,57604
2,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925373392827666432,Sat Nov 05 15:46:01 +0000 2011,"America First and Foremost.  Patriot who loves the country and the people that vigilantly defend her.  Work hard in silence, let your success be your noise.",16797,724,903,en,"New York, USA",Social Meatier,17252
3,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",925373392827666432,Mon Apr 04 17:15:42 +0000 2016,"Retired IT Christian, family indep. conservative #TCOT #CCOT #USA #MAGA #MASA #ICE #CtrlBorders Political Junkie, parody dry humor no libs/extremists",2048,465,538,en,New England,Ross,2247
4,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",925373392827666432,Sat Oct 22 17:00:47 +0000 2016,#Election2016 Amazing Animals Cute Fitness & Wellness Fun General News Government & Politics Haha Health Holidays NCAA Football News Politics Sports Travel,9274,132,231,en,Texas,D Tolliver,6498
5,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925373392827666432,Thu Jan 26 03:02:35 +0000 2017,,7083,51,122,en,,Renata Crimi,2046
6,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",925373392827666432,Thu Oct 15 05:14:32 +0000 2015,"Was a sad Democrat, now an impish, unapologetic Republican!  Thank you FOX's Hannity 4 following me & Michael Cohen/Lynne Patton 4 re-tweeting/liking my tweets!",20271,482,494,en,"Highlands Ranch, CO",Lady4Trump2017,40872
7,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925373392827666432,Sat Dec 31 19:58:55 +0000 2016,#Trump #2A #Banislam I love my Country and will not stand by to watch liberals rip apart what our Brave soldiers fought for,405,448,614,en,,Dylan James,426
8,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925373392827666432,Wed Apr 01 12:46:08 +0000 2009,I want my country back! #Christian #Patriot #MAGA #BuyAmericanHireAmerican,5209,320,516,en,Texas,Lee Ann,7696
9,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925373392827666432,Thu Feb 12 21:47:30 +0000 2015,"Can. Armed Forces, Violinist/Pianist. Taught RCM Syllabus. Gr. 1-10. Received my ARCT in Violin Performance. Licensed Pilot. My dog is my best friend!",85665,1771,950,en,Canada,Rick D.,40430
10,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925373392827666432,Thu Oct 27 22:13:24 +0000 2016,"NewsZdump - Sifting thru trash for real news. Not independent media, ROGUE MEDIA. Support #Trump & Christianity. World News Editor at NewsZdump.",18592,2702,4705,en,"Wellington City, New Zealand",Hurricane Shane,10688
11,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925373392827666432,Sun Mar 06 01:27:33 +0000 2016,"Hard Working American, All in for #Trump. More jobs, Veteran's care, Border security,Smart Trade,all that Trump stands for,End Estblshnt. I list Block",29020,4621,5077,en,"Arizona, USA",Deplorable Paul G,35416
12,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925373392827666432,Thu Aug 02 20:43:40 +0000 2012,C.L.A.R.A.=Conservative Lesbian Activist RestoringAmerica..#TCOT#TGDN#NRA#USA #StandWithIsrael#RedNationRising#4LegAfficionado#MAGA#TrumpTrain#ProudDeplorable,97635,4450,5001,en,,GEORGIANNA,161534
13,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925373392827666432,Sat Jan 21 22:25:58 +0000 2017,"We're taking America back! Support our @POTUS 
#Nationalist  #StopWhiteGenocide #Nowhiteguilt #shutdownCNN #whiteheritage #Altright#antifeminist",45147,9937,10491,en,United States ,Proud Trumpservative,31333
