,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",923557515828310020,Tue Dec 08 17:00:24 +0000 2015,,1540,13,13,en,,aron johnsdon,1262
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Thu Oct 19 23:43:48 +0000 2017,Grateful American  believes the best is yet to be loves nature and animals. If you like what I have to say please retweet it is the way to save our great nation,57,278,445,en,,Terpsicore,2898
2,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",923557515828310020,Wed Apr 06 06:19:47 +0000 2011,"Oncology Research Clinical Data Coordinator .Credentialing , Medical Billing Acct s Receivable Follow up TAMI CSS LLC  Author's Wife , Musician & A Mother .",1271,152,5002,en,Woodland Park NJ ,Nadia Aponte,1497
3,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",923557515828310020,Wed Nov 13 02:56:34 +0000 2013,Denial unpleasant facts is folly The man who straps a bomb to his chest as he enters a marketplace is implacable. He is beyond redemption and cannot be deterred,26135,1924,4967,en,Don't Mess With Texas,RealityCheck Covfefe,19072
4,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Tue Aug 25 19:47:21 +0000 2009,"Please read @MelissaJPeltier's great novel #RealityBoulevard. Increasing relevance each day.Kirkus:""One of the best books of 2013"" #FBR #AlphabetSec",16803,33004,10829,en,#FollowBackResistance,Jaxon Knickson,62215
5,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",923557515828310020,Tue Jun 16 14:57:21 +0000 2009,"I will work, I will save, I will sacrifice, I will endure, I will fight cheerfully and do my utmost as if the whole issue of the struggle depended on me alone!",17902,277,104,en,"Georgia, USA",USCG Vet,19266
6,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Fri Apr 27 16:16:38 +0000 2012,"#Expert #Techie, #Leader & #Mentor. #Indian #Philanthropist. #Love #Vedas, #Philosophy, #Science #Nature, #Music, #Peace, #Yoga & #Meditation.",10078,4022,4086,en,North America,NV,20344
7,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",923557515828310020,Sat Sep 16 21:22:06 +0000 2017,#AllLivesMatter #UnbornHumanLivesMatter #MAGA❤🇺🇸 NO more tax payers $ to NFL! Drain the Swamp ❌🐍❌Account created ONLY to follow President Trump 🇺🇸❤,15565,914,1078,en,Earth ,🇺🇸Deplorables❤USA❤,8541
8,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Thu Sep 01 03:45:27 +0000 2011,What is the ratio of girls to cups?#SFASUAlum #TeamSoloMid #TeamMicrosoft #TeamBrokenLeg #TeamIcyWhite #WateredDownCologne,3130,287,283,en,"Anchorage, Alaska",Marcos Pablo ☝️,22570
9,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Tue Aug 21 23:54:54 +0000 2012,"Patriot, Conservative American who thanks the great Lord above we  pulled our Beloved Country back from the brink, God Bless America. Peace to the human race",28670,3412,4994,en,"Michigan, USA",Renewed American,17618
10,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Sun Dec 27 01:56:06 +0000 2015,#God fearing #Family oriented#Staunch Trump Supporter from the beginning #MAGA!,40774,1468,1434,en,,Jo & Jay,44164
11,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",923557515828310020,Thu Apr 13 22:30:04 +0000 2017,Veteran/Retired businessman,10567,1376,1847,en,America,John Paul Jones,15773
12,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",923557515828310020,Wed Nov 07 19:20:13 +0000 2012,"Demeaning, selfish, self-centered, big headed,  male chauvinist pig. (and those are my good traits)",9291,328,1119,en,,Alfred Richcock,5342
