,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Sun Jul 12 21:37:00 +0000 2009,"“Believe in yourselves. Believe in your future. And believe, once more, in America.” - President Donald J. Trump🐶🐱🇺🇸❣️☮️",19839,1325,1274,en,United States,Tawnee,65628
1,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Fri Aug 07 16:40:02 +0000 2015,,16328,111,192,en,,Kelly,8211
2,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Thu Jun 22 11:57:31 +0000 2017,Trump Supporter Living in NYC; Navy Vet; Illegal Aliens ARE NOT Immigrants. #MAGA #AmericaFirst #HateSpeechIsFreeSpeech #BoycottNFL,2251,1063,2545,en,"New York, USA",Braden-Plorable,3970
3,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",925490503218589696,Thu Jun 12 21:34:56 +0000 2014,Deplorable Educated Female Mass & Florida Resident #MAGA Finally a Rep President who fights back at the lies. Finally a Politician who stands for the People,22790,231,451,en,,Owner,14903
4,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Tue Aug 03 22:28:29 +0000 2010,,1397,286,808,en,,Jiffy Elaine Quik,6486
5,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Tue Dec 25 00:44:14 +0000 2012,,6853,509,93,en,FL,LUIS 🇲🇽,93001
6,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Fri Apr 14 05:26:36 +0000 2017,"MakeAmericaGodlyAgain MakeAmericaSafeAgain MakeAmericaRichAgain MakeAmericaGreatAgain 
Trump Is A Trumpet🇺🇸🇮🇱🇿🇼",1604,400,509,en,"Harare, Zimbabwe",kudzikau,3164
7,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Wed Jun 08 20:30:55 +0000 2011,#NUFC #F1 #Boxing,126,706,873,en,"Newcastle Upon Tyne, England",Cr8ig10,23639
8,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Tue Sep 06 03:03:25 +0000 2011,"Entertained by #Purdue, #Colts, #Pacers, #Indycar, #MAGA and #Trump2016.",254,536,902,en,"Indiana, USA",RPK,909
9,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Tue Jul 22 11:21:03 +0000 2008,A Fan Of Bill Hicks Todd Snider and Cigars Anthony Bourdain. A knight of the round table @ITM No Agenda Show,28097,1132,2715,en,"Terre Haute, IN",Sir Andy Klueber 🚮,57971
10,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Fri Mar 21 22:04:59 +0000 2014,"#progun semi-former-Liberal, donated to Bernie Sanders. The right of the people to keep and bear arms, shall not be infringed. Fuck it, I'm voting for Trump.",354,223,564,en,United States,Gun Toting Liberal,6372
11,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Sun Jul 19 11:41:25 +0000 2009,100% Brexit 110% Trump .  Followed TRUMP from the start don't know why every said he can't WIN it's seems obvious to me he will.,160,413,662,en,"England, United Kingdom",mark deplorable,573
12,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Wed Oct 11 15:15:24 +0000 2017,Canadian disgusted with what Canada has become. Interested in US politics because Canada's make me sick. GO TRUMP!! Left-wingnuts stay away.,137,11,24,en,,emptybarrel,320
13,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Thu Dec 25 01:36:40 +0000 2014,,25470,190,129,en,,carol braziel,25962
14,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Fri Jun 23 16:53:02 +0000 2017,Looking forward to watching the EU crumble when the UK leaves!! get your 🍼 ready remoaners!! 👍🏻,3762,58,56,en-gb,United Kingdom 🇬🇧,Darryl Simpson,2963
15,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Fri Oct 17 21:01:11 +0000 2014,"Born again bible-believing Christian🕆, Patriot, Proud Military Family, United We Stand Divided We Fall. NO Porn NO lists. Drain the Swamp MAGA",16983,3616,4979,en,Indiana,Bijou Coco 25,9849
16,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Fri Dec 02 22:14:02 +0000 2016,I talk politics-MULTILINGUAL #patriotism #MAGA #AmericaFirst #TrumpSupporter #WomenForTrump 🇺🇸,4484,162,141,pt,,Trump girl🇺🇸,1699
17,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Mon Oct 23 20:22:17 +0000 2017,I am a student attending the American Military University.  My major is in Information Technology with a concentration in Programing.,24,2,14,en,"Jacksonville, FL",Jason Ortiz,16
18,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",925490503218589696,Mon Sep 19 14:51:57 +0000 2016,,3346,26,190,en,,Sheilajones640@gmail,2461
19,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Sat Nov 09 14:26:05 +0000 2013,A constitutional conservative. Former US Army Delta Force & LEO. I BLOCK STUPIDITY! Blocked by @CAIRNational & @splcenter LIST=BLOCKED! RT ≠ endorsement.,10633,2868,1960,en,Florida,Silver Fox,81408
20,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Fri Apr 17 19:38:50 +0000 2009,"#VoiceActor #Actor #Singer #Writer #Activist
Shawn Sunshine Strickland The Strickalator😎
The Supergirl of San Francisco 🌉🌆

MAKE AMERICA SMILE AGAIN!™🗽",31071,2498,4997,en,"San Francisco,California",Shawn 🌞 Strickland,41404
21,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",925490503218589696,Mon Dec 14 19:31:02 +0000 2015,🇺🇸,10094,117,45,en,TrumpTower,Clarence Swirly,7086
22,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Sat Nov 05 09:40:09 +0000 2016,AZ Deplorable🙋Matthew 10:28🙏Is it 2 late💁👇 https://t.co/zdJ2UHn2bn 🚔Lock🚨Up⌛Luciferian High Priestess ➡HER🐍😡 👌POTUS45🇺🇸🙌 https://t.co/P5f9yHwgES #MA,19451,1270,1679,en,#PHUQUEOFF,👠Joel 2:1 TRUMPet⬅,9279
23,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Mon Feb 06 21:43:17 +0000 2017,"The left justifies their actions which can never be justified, and the media twists the truth to make it seem that they can. #UniteTheRight",3348,73,174,en,Dunkirk,NewMarylandRepublic,1508
24,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Sat Nov 12 23:33:41 +0000 2016,too much sauce?,24681,197,167,en,"St Paul, MN",Drax Sklounst,11832
25,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",925490503218589696,Thu Mar 09 13:23:27 +0000 2017,Hot topics. Female. No BS. No PC. #MAGA Constitutional Conservative 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,16072,695,2120,en,,"Spice Nation, MBA",3790
26,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Sun Sep 08 21:54:07 +0000 2013,#God✝🙏✝ #Country 🇺🇸 #Bikers 🏍 #1stResponders 🚒🚓🚑 #Military 🎖 #Veterans 🎖 #Bikers4America NO Lists ~ Idiots Get Blocked,36512,7438,2594,en,United States of America,DEPLORABLE BIKERS 🏍,63891
27,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",925490503218589696,Sun Sep 09 02:36:54 +0000 2012,Past Democrat who finally saw the light...happy to stand with President Trump.,29446,385,66,en,,susan halstead,12220
