,coordinates,favorite_count,geo,lang,place,source,trump_tweet_id,user_created_at,user_description,user_favourites_count,user_followers_count,user_friends_count,user_lang,user_location,user_name,user_statuses_count
0,,0,,en,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>",927847471321141249,Sun Nov 05 02:07:19 +0000 2017,,37,2,2,en,,john,38
1,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Thu Oct 27 22:13:32 +0000 2016,,1546,7,90,en,Texas,My Info  Tom,922
2,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Fri Nov 10 23:05:34 +0000 2017,45Th President of the United States of America 🇺🇸,9,6,284,en,Washington DC,Donald j Trump,81
3,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Wed Nov 09 10:27:16 +0000 2011,,123,136,0,en,,Bishop Dillwala,33553
4,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847471321141249,Sat Oct 07 23:24:55 +0000 2017,,1537,41,615,es,,kristhian,255
5,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Thu Oct 24 17:17:13 +0000 2013,"I'm a mother, grandmother and caregiver for elderly parents. Degreed professional, small business owner, animal lover. Christian, pro-life. #AmericaFirst",98621,2623,3203,en,The Great State of Texas,Beverly Twigg,84545
6,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Fri Nov 11 10:52:46 +0000 2016,"I L💗VE. to L💞VE,God,Family,Friends,Country,Animals,nature,write,learn,read,sports, country music,fun,tweeter,dreamer,faith,trust,loyal",2007,862,3481,en,"Massachusetts, USA",Celena Mariano,19189
7,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Fri Nov 03 23:12:10 +0000 2017,,152,8,53,en,"St Augustine Beach, FL",Myra Vaughn,33
8,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",927847471321141249,Thu Aug 23 19:57:31 +0000 2012,"DSM LG Seeds SW KS, SE CO, OK,TX,NM                                                                                      Opinions are mine and not LG Seeds",278,22,78,en,,MKonda,293
9,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Fri Aug 18 15:51:03 +0000 2017,,2007,16,29,en,,Deepali Sharma,1961
10,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",927847471321141249,Mon Mar 06 20:01:05 +0000 2017,I am the host and founder of the https://t.co/s63Sg9fYVY free podcast service. #MAGA https://t.co/gDv24zux6s,3744,1111,2263,en,Delta Colorado,Dustin Houghton,4592
11,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Mon Nov 14 05:25:45 +0000 2016,#MAGA,58895,1735,1593,en,"West Palm Beach, FL",Jane L Irelan,24680
12,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Wed Aug 24 16:03:28 +0000 2016,"Mother of two beautiful young women, grandmother to three beautiful girls, devoted TRUMP SUPPORTER",137740,2880,3711,en, NY,MARI E,132272
13,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Sat Jul 15 02:34:00 +0000 2017,"Don’t like Trump? Ok,go away,Ugly! #MAGA #ObamaSucks #HillaryForPrison #Anonymous #GodForTrump #2A #1A #TruePatriotArmy #Only2Genders #FurriesAreCancer",2242,2591,3940,en,"AMERICA,F**KYEAH",A True Patriot,18072
14,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847471321141249,Wed Oct 12 14:02:35 +0000 2016,I AM 77 YEARS YOUNG AND LOVE MY COUNTRY AND THIS PLANET. RETIRED 1998 AND BE CAME SELF EMPLOYEED 17 YEARS AND STILL GOING.GOD BLESS,23117,1827,2229,en,,Jim lee,36572
15,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Sun Sep 14 16:29:17 +0000 2014,I'm right about some things; wrong about others--still learning. The one thing I KNOW is I have eternal life through our Lord and Savior Jesus Christ❤,47681,2491,4122,en,,Sean Shannon Collier,37356
16,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Tue Nov 22 19:47:14 +0000 2016,Make America great again love my president,38772,1173,861,en,,Rosemary Sherbondy,51834
17,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",927847471321141249,Sat Sep 19 21:57:04 +0000 2015,Proud American | Hardware Engineer | HandsOnDad | Strongly believe in GOD | Motoring enthusiast | BUILD THE WALL #MakeAmericaGreatAgain #DrainTheSwamp,88,308,262,en,United States,Spike Master,14252
18,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Fri Aug 28 13:05:15 +0000 2015,Carol City Junior High Senior -employed George T Baker pilot jack of all trades mechanic Aviation I'm proud to be a volunteer for Donald Trump  I'm Slave Of God,139855,3703,5002,en,"Hialeah, FL",Orlando Milian Andre,338617
19,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Sat Feb 27 06:40:17 +0000 2016,,4697,60,11,en,,beachgirljo,6150
20,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Mon Mar 20 13:10:19 +0000 2017,China JiangSu HongZe,4,41,107,zh-cn,China,JiMin,3096
21,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",927847471321141249,Tue Oct 11 09:45:55 +0000 2016,,31843,434,463,en,,Kaushal Kumar Yadav,27341
22,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Tue Jul 25 17:04:20 +0000 2017,,118,15,64,en,,Susan Wilder,554
23,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",927847471321141249,Fri Nov 10 13:17:25 +0000 2017,,77,4,0,en,,Floyd k kendrick,77
24,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Sun Jan 17 20:14:37 +0000 2016,"political analyst, Defender,Manchester United fan since 2000..",3054,400,1669,en-gb,,Ahmad karaye Jnr:,3020
25,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Sat Sep 06 04:25:22 +0000 2014,Entertainment & Independent Journalist | Photog | CEO | I Report On POTUS Trump 🇺🇸 At WH & Across the United States | #UNFNEWS (UNIVERSAL NEWS FOREVER),3374,2214,3182,en,New York✈️Los Angeles,Kyle Mazza,38233
26,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Wed Sep 12 11:38:21 +0000 2012,Trump isn't perfect but he's risking everything to help Americans beaten down by self serving elites in politics and media. #maga Jobs!!!,161,1429,1366,en,12th and Penn NW Washington DC,jim franklin,41667
27,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Sun Dec 18 20:49:06 +0000 2016,News News,6869,120,93,en,"Boynton Beach, FL",Victoria Hirsch,2180
28,,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",927847471321141249,Mon Dec 03 22:45:00 +0000 2012,I got it for perfect example #lilrockosleepwhereitsnasty,1417,560,543,en,MaskedUp2Ret2go,sharne',18848
29,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Fri Jan 06 12:41:47 +0000 2017,"Born again Christian,  so I know what evil is! Member of the Human race,  #CCOT  and sarcastic! 
If you hate Jews, you hate Jesus, and you hate my God!",33690,3042,4048,en,,David Dumford,25902
30,,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",927847471321141249,Mon Jul 17 22:47:13 +0000 2017,,0,1,0,ja,,Елена Руднева,471
31,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Mon Jun 26 18:35:47 +0000 2017,"Media illiterate, isolated 30yrs. 100℅ Christian Trumper. Jesus is my only true friend. Join the Trump Train.",32188,2844,4999,en,10-15 miles from border of Mex,Jay Kay,55631
32,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Fri Nov 10 10:21:04 +0000 2017,,20,4,98,en,,Donald J. Trump,42
33,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Mon May 26 02:42:41 +0000 2014,Follow me if you support #Trump,13638,217,665,en,,Deplorable & Proud,14756
34,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",927847471321141249,Thu Sep 15 05:17:33 +0000 2016,,80,80,321,ko,,camp apache cia,8861
35,,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",927847471321141249,Fri Nov 10 09:44:01 +0000 2017,,329,6,1,en,,Jasmine,323
36,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Sat Nov 03 04:59:28 +0000 2012,#ggmu,2156,628,263,en,Malaysia,Akرam,23408
37,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Mon Feb 20 21:35:34 +0000 2017,,17114,117,81,en,,JESUS F ALFONSO,18110
38,,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",927847471321141249,Tue Nov 04 02:19:38 +0000 2014,"I'm a husband and father in beautiful #Surrey, BC, Canada!",100,775,803,en,"Surrey, British Columbia",Darren Cochran,33187
39,,0,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",927847471321141249,Sun Mar 13 07:12:14 +0000 2011,#MAGA #WeThePeople #Military #Vets #LockHerUp #Covfefe #AmericaFirst #6GenerationsofTexans #TexasTeacher #BlueLivesMatter #Deplorable #1A #2A #45Trump #Winning,138168,14203,13184,en,"Dallas, Texas",Pj #BoycottNFL 🏈,121174
